loading_id,gantry_bay_id,meter_id,dispatch_id,omc_id,depot,product,physical_loaded_liters,temperature_c,density_kg_m3,loading_timestamp
LOAD-007553,BAY-09,MTR-724,DISP-07553,OMC-001,Kisumu,DPK,31513,26.6,845.4,2025-10-03 09:31:33
LOAD-007891,BAY-12,MTR-579,DISP-07891,OMC-020,Eldoret,HFO,28165,25.5,805.1,2026-06-14 17:25:32
LOAD-009727,BAY-06,MTR-369,DISP-09727,OMC-015,Mombasa (KOSF),DPK,52033,31.8,780.9,2026-05-30 15:58:47
LOAD-007205,BAY-02,MTR-808,DISP-07205,OMC-020,Mombasa (Kipevu),DPK,58059,21.4,831.9,2025-09-09 06:20:53
LOAD-005364,BAY-06,MTR-413,DISP-05364,OMC-002,Nairobi,JETA1,32420,26.7,808.9,2026-01-04 05:05:53
LOAD-004929,BAY-12,MTR-597,DISP-04929,OMC-014,Eldoret,AGO,36707,31.8,747.1,2026-03-27 18:03:51
LOAD-007406,BAY-01,MTR-619,DISP-07406,OMC-016,Mombasa (Kipevu),LPG,34029,30.7,797.5,2025-07-14 18:11:31
LOAD-004371,BAY-06,MTR-334,DISP-04371,OMC-001,Kisumu,LUB,46400,31.6,733.8,04/05/2026
LOAD-006805,BAY-10,MTR-792,DISP-06805,OMC-006,Mombasa (Kipevu),AGO,50399,24.4,833.2,2026-03-11 10:41:06
LOAD-008879,BAY-10,MTR-591,DISP-08879,OMC-017,Eldoret,JETA1,26896,22.0,750.4,22/05/2025
LOAD-002386,BAY-11,MTR-776,DISP-02386,OMC-015,Mombasa (Kipevu),LPG,46073,26.4,803.2,
LOAD-009604,BAY-05,MTR-250,DISP-09604,OMC-001,Mombasa (Kipevu),AGO,32137,25.3,741.7,2025-09-09 23:03:11
LOAD-005147,BAY-10,MTR-490,DISP-05147,OMC-008,Mombasa (Kipevu),LPG,36319,26.9,764.8,2026-01-24 08:16:34
LOAD-007907,BAY-10,MTR-773,DISP-07907,OMC-013,Mombasa (Kipevu),JETA1,29553,23.5,771.9,2025-02-02 10:01:18
LOAD-009750,BAY-12,MTR-650,DISP-09750,OMC-001,Mombasa (Kipevu),AGO,28920,22.7,846.8,2025-01-11 06:28:00
LOAD-009284,BAY-03,MTR-378,DISP-09284,OMC-006,Nairobi,JETA1,36034,31.1,775.9,2025-11-20 22:36:35
LOAD-000466,BAY-08,MTR-374,DISP-00466,OMC-017,Mombasa (Kipevu),JETA1,46432,26.4,799.9,2026-04-10 19:56:10
LOAD-001683,BAY-11,MTR-181,DISP-01683,OMC-007,Kisumu,AGO,52826,21.3,803.5,2025-04-22 16:44:54
LOAD-002005,BAY-06,MTR-940,DISP-02005,OMC-018,Kisumu,DPK,21817,32.0,752.4,2025-12-12 17:53:31
LOAD-003928,BAY-01,MTR-509,DISP-03928,OMC-002,Mombasa (KOSF),LPG,50070,30.0,821.6,2026-06-22 07:43:10
LOAD-009388,BAY-06,MTR-599,DISP-09388,OMC-012,Nairobi,LPG,40656,28.4,782.0,2026-02-16 03:12:42
LOAD-000883,BAY-02,MTR-223,DISP-00883,OMC-017,Mombasa (KOSF),AGO,29085,23.5,833.5,2025-09-27 02:17:52
LOAD-005104,BAY-09,MTR-691,DISP-05104,OMC-009,Nairobi,DPK,38260,23.8,768.3,2025-10-14 10:57:59
LOAD-001732,BAY-07,MTR-728,DISP-01732,OMC-006,Nairobi,LUB,46906,24.9,788.8,2025-10-14 11:30:08
LOAD-009821,BAY-12,MTR-492,DISP-09821,OMC-004,Mombasa (KOSF),DPK,30193,21.1,821.6,2026-04-04 19:29:00
LOAD-002556,BAY-10,MTR-379,DISP-02556,OMC-007,Mombasa (KOSF),LPG,21614,26.4,761.1,2026-02-04 16:09:00
LOAD-008728,BAY-11,MTR-228,DISP-08728,OMC-004,Kisumu,LPG,58696,25.9,784.2,2026-03-19 02:40:58
LOAD-000968,BAY-06,MTR-621,DISP-00968,OMC-002,Mombasa (KOSF),JETA1,33975,22.0,747.7,2025-07-24 21:28:09
LOAD-004103,BAY-05,MTR-217,DISP-04103,OMC-016,Nairobi,AGO,45214,27.8,780.2,2025-03-02 06:08:41
LOAD-009836,BAY-07,MTR-885,DISP-09836,OMC-004,Kisumu,LPG,44011,25.9,839.3,02/04/2026
LOAD-009881,BAY-10,MTR-774,DISP-09881,OMC-017,Eldoret,LUB,58756,25.7,825.0,2026-02-26 23:30:23
LOAD-005675,BAY-04,MTR-369,DISP-05675,OMC-014,Eldoret,LPG,53916,22.2,726.2,2026-06-14 19:09:30
LOAD-004652,BAY-04,MTR-337,DISP-04652,OMC-004,Eldoret,HFO,25060,30.3,831.2,
LOAD-008649,BAY-07,MTR-596,DISP-08649,OMC-013,Mombasa (KOSF),LPG,23650,29.0,725.2,2025-04-23 20:08:02
LOAD-001160,BAY-03,MTR-905,DISP-01160,OMC-007,Eldoret,JETA1,48247,24.2,780.4,2026-04-20 12:33:40
LOAD-001539,BAY-10,MTR-524,DISP-01539,OMC-017,Mombasa (KOSF),HFO,35488,28.2,742.0,2026-03-18 11:58:55
LOAD-004918,BAY-05,MTR-941,,OMC-016,Mombasa (Kipevu),HFO,46409,28.5,790.1,30/10/2025
LOAD-004286,BAY-01,MTR-704,DISP-04286,OMC-008,Nairobi,DPK,45813,30.5,747.4,2026-06-28 04:37:13
LOAD-005604,BAY-05,MTR-625,DISP-05604,OMC-005,Mombasa (Kipevu),LUB,23150,31.5,776.5,2026-03-22 12:23:18
LOAD-009265,BAY-03,MTR-805,DISP-09265,OMC-010,Kisumu,HFO,37358,30.0,803.5,2025-04-07 06:41:50
LOAD-006893,BAY-10,MTR-951,DISP-06893,OMC-008,Mombasa (KOSF),JETA1,34166,22.4,839.2,2025-05-06 11:27:13
LOAD-002112,BAY-08,MTR-488,DISP-02112,OMC-008,Eldoret,LPG,50858,28.9,837.1,2026-04-15 22:18:15
LOAD-000503,BAY-08,MTR-219,DISP-00503,OMC-016,Nairobi,PMS,55715,31.3,765.1,2025-08-26 02:12:36
LOAD-000017,BAY-03,MTR-142,DISP-00017,OMC-014,Nairobi,PMS,43300,30.8,823.5,2025-01-10 04:04:23
LOAD-006413,BAY-08,MTR-862,DISP-06413,OMC-011,Mombasa (KOSF),PMS,34479,28.4,782.2,2025-01-08 09:16:39
LOAD-003357,BAY-03,MTR-246,DISP-03357,OMC-006,Mombasa (KOSF),PMS,57271,23.0,841.1,2025-07-03 01:11:39
LOAD-001017,BAY-02,MTR-375,DISP-01017,OMC-006,Mombasa (Kipevu),PMS,44105,22.1,736.1,2025-10-23 19:56:59
LOAD-001046,BAY-04,MTR-784,DISP-01046,OMC-014,Nairobi,DPK,55661,23.0,754.5,2026-04-20 22:09:51
LOAD-001268,BAY-04,MTR-482,DISP-01268,OMC-018,Mombasa (Kipevu),HFO,58394,24.1,725.9,2025-11-04 22:49:23
LOAD-001283,BAY-01,MTR-383,DISP-01283,OMC-003,Mombasa (KOSF),AGO,25103,28.4,748.5,
LOAD-007691,BAY-04,MTR-205,DISP-07691,OMC-002,Eldoret,HFO,40058,25.5,803.0,2026-01-25 03:11:47
LOAD-006831,BAY-05,MTR-665,DISP-06831,OMC-019,Mombasa (KOSF),JETA1,58177,22.4,756.9,2025-03-27 16:26:00
LOAD-001075,BAY-07,MTR-223,DISP-01075,OMC-018,Mombasa (KOSF),PMS,30258,27.7,835.7,2026-03-28 04:56:29
LOAD-006508,BAY-08,MTR-115,DISP-06508,OMC-013,Mombasa (KOSF),PMS,38396,30.1,799.2,2025-09-29 16:44:34
LOAD-002744,BAY-07,MTR-334,DISP-02744,OMC-010,Kisumu,LUB,37707,25.8,836.2,2026-02-02 12:01:58
LOAD-004365,BAY-08,MTR-913,DISP-04365,OMC-007,Nairobi,LUB,58653,21.6,834.9,2025-02-22 00:07:42
LOAD-009385,BAY-08,MTR-663,DISP-09385,OMC-005,Kisumu,PMS,53618,26.2,807.8,2026-02-23 14:39:54
LOAD-000089,BAY-06,MTR-831,DISP-00089,OMC-002,Mombasa (KOSF),AGO,38021,27.8,725.1,2026-04-06 20:48:48
LOAD-003395,BAY-05,MTR-114,DISP-03395,OMC-003,Eldoret,LPG,35405,30.6,799.0,
LOAD-005289,BAY-10,MTR-395,DISP-05289,OMC-010,Kisumu,PMS,21191,25.0,808.3,2025-09-28 22:03:58
LOAD-008848,BAY-10,MTR-988,DISP-08848,OMC-017,Mombasa (KOSF),PMS,21918,22.9,737.5,2026-05-13 22:29:36
LOAD-007268,BAY-04,MTR-195,DISP-07268,OMC-008,Nairobi,JETA1,35590,22.3,830.5,2025-09-10 03:14:49
LOAD-000944,BAY-04,MTR-897,DISP-00944,OMC-011,Mombasa (Kipevu),PMS,34936,20.9,814.0,06/06/2026
LOAD-004404,BAY-08,MTR-161,DISP-04404,OMC-005,Mombasa (KOSF),JETA1,39325,25.2,751.2,2026-03-29 02:22:20
LOAD-006719,BAY-02,MTR-847,DISP-06719,OMC-017,Nairobi,LPG,28470,27.1,815.0,2025-03-11 10:12:46
LOAD-008276,BAY-09,MTR-328,DISP-08276,OMC-020,Mombasa (Kipevu),LUB,21101,29.6,749.1,2025-10-10 18:58:35
LOAD-008940,BAY-03,MTR-251,DISP-08940,OMC-007,Nairobi,LPG,31166,21.5,759.8,2025-02-23 01:22:40
LOAD-005322,BAY-01,MTR-727,DISP-05322,OMC-019,Mombasa (Kipevu),LUB,54868,20.3,812.0,2025-11-01 06:10:04
LOAD-001078,BAY-12,MTR-146,DISP-01078,OMC-015,Mombasa (Kipevu),DPK,26883,22.4,747.2,2025-06-18 00:58:45
LOAD-009922,BAY-06,MTR-266,DISP-09922,OMC-003,Mombasa (KOSF),DPK,32919,24.0,810.3,2025-01-26 01:08:54
LOAD-006652,BAY-03,MTR-541,DISP-06652,OMC-018,Eldoret,LPG,21006,31.3,821.8,2026-03-20 03:37:19
LOAD-009783,BAY-05,MTR-276,DISP-09783,OMC-010,Kisumu,JETA1,50722,30.5,750.6,2025-10-16 20:39:07
LOAD-005654,BAY-09,MTR-853,DISP-05654,OMC-019,Eldoret,PMS,40949,26.7,738.0,2026-01-05 20:52:57
LOAD-000477,BAY-06,MTR-689,DISP-00477,OMC-001,Mombasa (KOSF),AGO,36026,21.9,787.1,2025-02-23 23:21:06
LOAD-004442,BAY-12,MTR-444,DISP-04442,OMC-006,Mombasa (KOSF),LPG,30844,26.5,837.5,2025-08-13 15:58:52
LOAD-007495,BAY-06,MTR-453,DISP-07495,OMC-001,Mombasa (Kipevu),DPK,30239,24.8,803.9,2025-04-24 05:46:35
LOAD-003154,BAY-09,MTR-610,DISP-03154,OMC-009,Eldoret,JETA1,22449,27.5,818.4,2025-07-24 09:58:48
LOAD-006074,BAY-11,MTR-551,DISP-06074,OMC-015,Kisumu,LPG,28996,27.6,808.1,2025-01-11 10:13:13
LOAD-008179,BAY-08,MTR-321,DISP-08179,OMC-003,Kisumu,DPK,24245,21.6,840.0,2026-04-12 09:52:08
LOAD-009094,BAY-08,MTR-557,DISP-09094,OMC-003,Mombasa (Kipevu),DPK,47271,23.9,753.7,2025-06-20 20:08:58
LOAD-006237,BAY-10,MTR-638,DISP-06237,OMC-008,Nairobi,AGO,35924,27.1,777.0,2026-02-18 20:25:55
LOAD-004701,BAY-06,MTR-632,DISP-04701,OMC-019,Mombasa (KOSF),AGO,23877,25.6,809.4,2026-06-24 06:37:00
LOAD-000721,BAY-07,MTR-699,DISP-00721,OMC-005,Nairobi,LPG,25706,23.5,724.2,
LOAD-007730,BAY-10,MTR-299,DISP-07730,OMC-002,Mombasa (Kipevu),LPG,38418,29.5,810.7,01/03/2025
LOAD-003073,BAY-11,MTR-326,DISP-03073,OMC-019,Eldoret,HFO,46768,26.5,837.7,2025-04-01 15:11:55
LOAD-003768,BAY-02,MTR-969,DISP-03768,OMC-019,Eldoret,HFO,21213,30.0,722.0,2025-08-29 20:57:59
LOAD-006846,BAY-07,MTR-552,DISP-06846,OMC-014,Mombasa (KOSF),DPK,30426,29.8,724.7,2026-04-05 02:42:21
LOAD-000526,BAY-07,MTR-703,DISP-00526,OMC-018,Mombasa (KOSF),JETA1,52277,30.3,723.0,2025-07-04 00:41:26
LOAD-005772,BAY-01,MTR-503,DISP-05772,OMC-019,Kisumu,AGO,51554,30.4,801.3,2025-06-06 14:02:22
LOAD-005488,BAY-08,MTR-954,DISP-05488,OMC-015,Mombasa (KOSF),LUB,57634,31.0,752.4,2025-03-24 00:14:16
LOAD-006483,BAY-03,MTR-486,DISP-06483,OMC-011,Nairobi,LPG,40876,21.7,796.2,2025-09-07 06:30:08
LOAD-001000,BAY-06,MTR-410,DISP-01000,OMC-005,Nairobi,JETA1,38580,27.3,839.5,24/04/2026
LOAD-000220,BAY-01,MTR-469,,OMC-018,Eldoret,JETA1,41987,21.1,827.1,2025-09-29 10:14:59
LOAD-007950,BAY-03,MTR-704,DISP-07950,OMC-017,Nairobi,JETA1,49801,21.3,771.1,2025-11-27 23:47:27
LOAD-004382,BAY-04,MTR-159,DISP-04382,OMC-015,Mombasa (KOSF),HFO,49406,30.5,734.9,13/11/2025
LOAD-008790,BAY-02,MTR-151,DISP-08790,OMC-003,Nairobi,LUB,43948,22.9,846.0,2026-05-20 17:07:13
LOAD-000424,BAY-01,MTR-403,DISP-00424,OMC-006,Kisumu,PMS,55737,23.2,843.0,2026-01-15 22:49:17
LOAD-005375,BAY-11,MTR-296,DISP-05375,OMC-019,Eldoret,LPG,49473,21.2,791.0,2026-05-12 11:09:00
LOAD-006113,BAY-09,MTR-217,DISP-06113,OMC-015,Mombasa (Kipevu),AGO,57297,30.5,722.5,2026-03-23 19:42:03
LOAD-002026,BAY-02,MTR-269,DISP-02026,OMC-013,Kisumu,HFO,45760,24.8,770.5,2025-09-05 03:11:20
LOAD-007754,BAY-08,MTR-170,DISP-07754,OMC-012,Mombasa (KOSF),LUB,53649,28.8,832.8,2026-02-20 04:46:54
LOAD-001963,BAY-08,MTR-657,DISP-01963,OMC-010,Kisumu,LUB,42026,28.1,725.5,2025-05-16 13:17:42
LOAD-002785,BAY-05,MTR-103,DISP-02785,OMC-010,Mombasa (KOSF),LPG,32440,25.2,736.1,2025-06-27 17:18:08
LOAD-008785,BAY-08,MTR-490,DISP-08785,OMC-011,Mombasa (KOSF),PMS,24933,21.7,724.8,
LOAD-004398,BAY-07,MTR-886,DISP-04398,OMC-001,Kisumu,PMS,48991,30.1,783.3,2025-11-13 23:37:44
LOAD-000777,BAY-08,MTR-915,DISP-00777,OMC-013,Mombasa (Kipevu),LUB,55002,27.2,790.6,2025-08-29 23:13:06
LOAD-007975,BAY-09,MTR-932,DISP-07975,OMC-008,Mombasa (Kipevu),LUB,34065,27.5,825.0,2025-04-12 20:45:32
LOAD-009190,BAY-05,MTR-215,,OMC-012,Eldoret,DPK,49819,20.6,806.8,2026-04-03 06:29:20
LOAD-009473,BAY-10,MTR-624,DISP-09473,OMC-011,Kisumu,LUB,28245,21.9,738.4,2026-03-24 04:26:33
LOAD-001671,BAY-05,MTR-724,DISP-01671,OMC-011,Eldoret,AGO,35989,29.5,742.5,2026-02-26 10:18:53
LOAD-001462,BAY-03,MTR-692,DISP-01462,OMC-020,Kisumu,DPK,38683,22.5,722.0,2026-03-29 14:52:58
LOAD-005496,BAY-07,MTR-634,DISP-05496,OMC-013,Eldoret,DPK,57086,29.1,729.9,2025-10-18 08:26:39
LOAD-008872,BAY-01,MTR-611,DISP-08872,OMC-007,Mombasa (Kipevu),HFO,20953,26.1,815.4,2025-10-23 09:43:54
LOAD-007106,BAY-01,MTR-516,DISP-07106,OMC-003,Eldoret,PMS,43850,28.9,781.1,2026-03-31 10:16:03
LOAD-004181,BAY-04,MTR-824,DISP-04181,OMC-008,Eldoret,DPK,51991,30.1,840.7,2026-01-10 23:39:26
LOAD-003400,BAY-09,MTR-501,DISP-03400,OMC-012,Kisumu,LUB,36372,27.9,739.2,2026-04-21 21:04:44
LOAD-003056,BAY-05,MTR-351,DISP-03056,OMC-009,Kisumu,JETA1,38833,28.3,802.4,2025-01-26 15:53:32
LOAD-002811,BAY-01,MTR-961,DISP-02811,OMC-015,Mombasa (KOSF),HFO,43921,29.8,773.7,14/09/2025
LOAD-000748,BAY-07,MTR-822,DISP-00748,OMC-018,Eldoret,LPG,40138,25.8,730.2,2025-10-27 23:47:54
LOAD-003725,BAY-05,MTR-316,DISP-03725,OMC-003,Eldoret,LUB,52622,30.6,742.7,2025-11-02 06:07:31
LOAD-002928,BAY-02,MTR-308,DISP-02928,OMC-013,Mombasa (KOSF),JETA1,25948,27.3,758.6,2025-02-22 13:21:39
LOAD-003816,BAY-01,MTR-135,DISP-03816,OMC-007,Mombasa (Kipevu),PMS,25791,27.9,733.5,2025-06-07 21:53:00
LOAD-002908,BAY-06,MTR-138,DISP-02908,OMC-015,Mombasa (KOSF),DPK,54622,25.9,721.8,2026-02-05 14:58:05
LOAD-002277,BAY-09,MTR-665,DISP-02277,OMC-020,Eldoret,PMS,36960,30.4,809.3,2025-04-09 16:59:10
LOAD-007847,BAY-12,MTR-949,DISP-07847,OMC-017,Nairobi,DPK,40928,27.2,801.8,2025-02-13 11:17:05
LOAD-008773,BAY-03,MTR-865,DISP-08773,OMC-012,Nairobi,JETA1,47597,24.4,835.6,06/03/2026
LOAD-007549,BAY-10,MTR-249,DISP-07549,OMC-002,Kisumu,JETA1,41257,29.2,826.6,2026-02-09 16:54:47
LOAD-006553,BAY-04,MTR-951,DISP-06553,OMC-002,Mombasa (Kipevu),JETA1,50414,22.3,762.2,
LOAD-005370,BAY-11,MTR-691,DISP-05370,OMC-013,Mombasa (Kipevu),AGO,45308,22.6,787.7,2025-05-10 09:45:33
LOAD-002285,BAY-08,MTR-746,DISP-02285,OMC-006,Nairobi,JETA1,40661,22.5,835.8,2025-09-21 01:04:02
LOAD-000391,BAY-10,MTR-419,DISP-00391,OMC-017,Mombasa (KOSF),JETA1,47363,30.8,789.6,2025-10-14 16:55:40
LOAD-001227,BAY-07,MTR-882,DISP-01227,OMC-007,Mombasa (KOSF),HFO,38030,28.0,803.9,2025-06-07 16:17:28
LOAD-005655,BAY-04,MTR-134,DISP-05655,OMC-009,Kisumu,DPK,25556,23.6,790.0,2025-01-15 21:28:06
LOAD-003960,BAY-09,MTR-396,DISP-03960,OMC-012,Nairobi,HFO,21568,24.2,824.8,2026-03-04 18:40:18
LOAD-001393,BAY-03,MTR-829,DISP-01393,OMC-011,Nairobi,LPG,26812,21.2,735.0,2025-11-25 20:10:32
LOAD-001037,BAY-02,MTR-951,DISP-01037,OMC-020,Eldoret,DPK,31657,21.7,780.1,2025-01-01 06:59:58
LOAD-006033,BAY-06,MTR-248,DISP-06033,OMC-008,Eldoret,AGO,32247,31.5,733.0,2026-06-19 15:24:16
LOAD-005590,BAY-05,MTR-195,DISP-05590,OMC-008,Nairobi,DPK,31953,29.2,752.5,2026-06-15 01:10:35
LOAD-002965,BAY-06,MTR-885,DISP-02965,OMC-006,Kisumu,DPK,42550,26.3,753.9,2025-10-19 18:46:36
LOAD-001769,BAY-11,MTR-539,DISP-01769,OMC-008,Mombasa (KOSF),LUB,25613,24.2,847.9,2026-03-04 14:20:30
LOAD-003873,BAY-08,MTR-808,DISP-03873,OMC-004,Nairobi,AGO,59007,27.6,845.9,2026-04-04 04:28:21
LOAD-008853,BAY-08,MTR-372,DISP-08853,OMC-008,Mombasa (Kipevu),AGO,38133,25.4,779.6,2026-06-16 20:10:55
LOAD-009071,BAY-02,MTR-964,,OMC-012,Mombasa (KOSF),DPK,38324,21.7,808.0,2026-02-27 15:41:16
LOAD-008771,BAY-01,MTR-296,DISP-08771,OMC-001,Eldoret,DPK,57811,22.3,808.4,2026-04-06 16:02:43
LOAD-002779,BAY-03,MTR-986,DISP-02779,OMC-002,Mombasa (Kipevu),JETA1,34788,25.1,736.5,2025-04-14 13:52:21
LOAD-008442,BAY-01,MTR-290,DISP-08442,OMC-010,Eldoret,AGO,23786,20.1,824.8,2025-03-08 02:57:05
LOAD-005159,BAY-11,MTR-264,DISP-05159,OMC-019,Mombasa (Kipevu),PMS,26529,23.8,809.4,05/03/2026
LOAD-009314,BAY-10,MTR-568,DISP-09314,OMC-004,Nairobi,LUB,59576,31.6,754.9,2026-03-18 19:42:26
LOAD-000372,BAY-07,MTR-291,DISP-00372,OMC-005,Eldoret,LPG,53696,30.4,817.7,2026-03-08 01:08:05
LOAD-009025,BAY-01,MTR-757,,OMC-014,Eldoret,AGO,49117,20.3,778.7,2025-01-06 22:12:32
LOAD-006158,BAY-02,MTR-208,DISP-06158,OMC-008,Nairobi,AGO,29283,29.1,828.6,2025-07-05 18:41:57
LOAD-007012,BAY-12,MTR-978,DISP-07012,OMC-007,Mombasa (Kipevu),JETA1,48052,22.4,745.3,2026-03-26 21:59:36
LOAD-005819,BAY-05,MTR-212,DISP-05819,OMC-020,Eldoret,LUB,58780,24.4,804.5,2025-07-06 15:02:45
LOAD-004586,BAY-11,MTR-740,DISP-04586,OMC-003,Mombasa (KOSF),PMS,28201,25.3,824.1,14/07/2025
LOAD-006803,BAY-05,MTR-844,DISP-06803,OMC-004,Mombasa (KOSF),DPK,49574,31.6,723.0,2026-03-23 16:20:04
LOAD-007859,BAY-06,MTR-886,DISP-07859,OMC-005,Eldoret,LPG,42898,24.9,773.6,2026-02-02 05:05:44
LOAD-004151,BAY-11,MTR-786,DISP-04151,OMC-004,Nairobi,PMS,26742,22.2,778.6,2026-02-17 22:07:16
LOAD-001504,BAY-04,MTR-353,DISP-01504,OMC-008,Mombasa (Kipevu),AGO,55950,20.1,741.8,2025-02-03 10:10:33
LOAD-003787,BAY-01,MTR-526,DISP-03787,OMC-013,Nairobi,JETA1,46700,29.2,835.8,2026-03-19 07:56:06
LOAD-000157,BAY-10,MTR-709,DISP-00157,OMC-005,Kisumu,PMS,29286,29.3,723.9,2026-04-30 02:51:19
LOAD-006915,BAY-03,MTR-822,DISP-06915,OMC-019,Eldoret,LUB,30666,24.8,821.1,2025-11-28 17:07:26
LOAD-006963,BAY-02,MTR-809,DISP-06963,OMC-001,Kisumu,LUB,43227,29.2,816.0,2026-01-20 01:31:54
LOAD-005020,BAY-04,MTR-657,DISP-05020,OMC-007,Nairobi,DPK,26948,22.4,736.6,2025-02-08 08:05:25
LOAD-004477,BAY-08,MTR-994,DISP-04477,OMC-019,Eldoret,HFO,33402,25.3,845.0,28/10/2025
LOAD-001021,BAY-03,MTR-924,DISP-01021,OMC-017,Kisumu,HFO,26676,20.9,849.3,2026-04-23 23:34:09
LOAD-006356,BAY-11,MTR-939,DISP-06356,OMC-007,Eldoret,JETA1,39929,30.6,761.1,2025-03-04 09:22:52
LOAD-008314,BAY-07,MTR-398,DISP-08314,OMC-009,Mombasa (Kipevu),AGO,26244,30.4,848.6,2025-08-06 01:37:59
LOAD-009778,BAY-11,MTR-958,DISP-09778,OMC-014,Mombasa (Kipevu),AGO,25279,22.6,813.1,2026-04-24 04:55:37
LOAD-004157,BAY-05,MTR-889,DISP-04157,OMC-015,Nairobi,AGO,40803,31.8,722.3,2025-04-17 08:10:06
LOAD-002318,BAY-11,MTR-794,DISP-02318,OMC-004,Kisumu,AGO,31401,28.5,842.3,2026-03-20 07:26:58
LOAD-000315,BAY-02,MTR-368,DISP-00315,OMC-004,Kisumu,PMS,40959,21.0,841.1,2026-02-13 02:19:21
LOAD-004443,BAY-01,MTR-508,DISP-04443,OMC-003,Eldoret,DPK,50082,30.7,779.5,2025-08-10 14:22:27
LOAD-009474,BAY-01,MTR-991,DISP-09474,OMC-004,Nairobi,HFO,28140,20.4,727.7,2026-02-02 10:53:21
LOAD-008474,BAY-01,MTR-598,DISP-08474,OMC-013,Nairobi,LUB,49418,25.9,812.7,2025-05-15 16:25:20
LOAD-003978,BAY-11,MTR-268,DISP-03978,OMC-003,Nairobi,LUB,40449,31.2,801.9,2025-09-27 21:10:11
LOAD-009678,BAY-10,MTR-245,DISP-09678,OMC-011,Nairobi,LPG,36634,22.9,728.0,2026-03-10 21:31:01
LOAD-008886,BAY-07,MTR-645,DISP-08886,OMC-013,Mombasa (KOSF),PMS,36845,29.8,790.0,2025-04-08 15:51:20
LOAD-007707,BAY-11,MTR-140,,OMC-016,Mombasa (Kipevu),JETA1,55149,29.2,770.1,2025-03-24 17:57:50
LOAD-003566,BAY-07,MTR-868,DISP-03566,OMC-015,Mombasa (Kipevu),LUB,33411,23.4,749.5,
LOAD-001881,BAY-12,MTR-961,DISP-01881,OMC-005,Eldoret,PMS,55052,29.2,726.8,2026-04-19 06:18:01
LOAD-002159,BAY-02,MTR-362,DISP-02159,OMC-008,Nairobi,HFO,37194,25.7,770.8,2025-07-30 05:47:05
LOAD-003155,BAY-09,MTR-602,DISP-03155,OMC-008,Kisumu,LPG,38551,22.9,800.2,2025-10-19 17:44:23
LOAD-000730,BAY-09,MTR-305,DISP-00730,OMC-005,Mombasa (Kipevu),LUB,26831,23.5,806.8,2026-04-23 00:47:18
LOAD-004678,BAY-03,MTR-812,DISP-04678,OMC-020,Kisumu,DPK,54231,28.7,843.6,2025-01-30 15:25:20
LOAD-008460,BAY-05,MTR-411,DISP-08460,OMC-012,Mombasa (KOSF),AGO,22807,28.4,755.0,2026-03-21 04:33:59
LOAD-006045,BAY-09,MTR-520,DISP-06045,OMC-002,Mombasa (Kipevu),HFO,36362,21.1,826.4,2026-02-17 10:38:34
LOAD-008257,BAY-06,MTR-861,DISP-08257,OMC-010,Mombasa (KOSF),AGO,28280,23.6,742.4,2025-06-18 09:24:06
LOAD-005639,BAY-04,MTR-337,DISP-05639,OMC-009,Kisumu,PMS,39580,27.0,779.2,2025-01-30 21:28:22
LOAD-001279,BAY-12,MTR-807,DISP-01279,OMC-007,Kisumu,LPG,47611,26.7,725.8,2026-01-16 12:05:57
LOAD-009985,BAY-12,MTR-970,DISP-09985,OMC-001,Nairobi,LUB,24413,20.2,768.2,2026-02-25 20:03:38
LOAD-007261,BAY-04,MTR-454,DISP-07261,OMC-017,Mombasa (Kipevu),PMS,44734,20.7,740.8,2025-11-18 19:52:02
LOAD-004816,BAY-01,MTR-486,DISP-04816,OMC-009,Mombasa (KOSF),AGO,31352,21.5,754.3,2025-05-04 14:52:43
LOAD-008952,BAY-07,MTR-803,DISP-08952,OMC-011,Mombasa (Kipevu),DPK,24570,25.7,789.3,2025-10-05 06:05:12
LOAD-001744,BAY-02,MTR-456,DISP-01744,OMC-002,Mombasa (KOSF),PMS,31274,30.7,764.2,2025-08-10 19:04:31
LOAD-000871,BAY-10,MTR-466,DISP-00871,OMC-013,Mombasa (Kipevu),LUB,24814,23.8,744.8,2025-05-08 03:22:50
LOAD-009769,BAY-10,MTR-484,DISP-09769,OMC-011,Kisumu,DPK,48173,26.3,746.6,2025-06-03 08:26:10
LOAD-006075,BAY-10,MTR-829,DISP-06075,OMC-012,Mombasa (Kipevu),HFO,20084,21.0,743.0,2026-03-31 19:28:43
LOAD-006234,BAY-04,MTR-310,DISP-06234,OMC-006,Kisumu,LUB,44926,28.6,789.5,2026-03-13 21:20:14
LOAD-003240,BAY-07,MTR-433,,OMC-014,Mombasa (Kipevu),HFO,30530,23.1,810.7,2025-06-28 17:08:39
LOAD-001924,BAY-02,MTR-571,DISP-01924,OMC-010,Eldoret,AGO,52986,28.1,805.7,2026-01-17 14:39:06
LOAD-004231,BAY-09,MTR-181,DISP-04231,OMC-008,Nairobi,AGO,27595,28.6,721.5,2026-06-08 19:54:56
LOAD-004884,BAY-09,MTR-478,DISP-04884,OMC-016,Kisumu,PMS,44500,30.7,752.3,2025-04-10 17:36:34
LOAD-003270,BAY-01,MTR-743,DISP-03270,OMC-012,Nairobi,HFO,30022,28.7,801.4,2026-03-26 13:07:35
