attendance_id,beneficiary_id,officer_id,pillar_id,period,attendance_date,verified_at,eligible_amount_kes,status
ATT-000470,BEN-0038,OFF-012,Plus,2025-05,2025-05-24,2025-05-26 00:00:00,8000,Verified
ATT-001597,BEN-0132,OFF-009,Scholarship,2025-08,2025-08-15,2025-08-15 00:00:00,15000,Verified
ATT-002115,BEN-0177,OFF-002,Scholarship,2025-08,2025-08-15,2025-08-16 00:00:00,15000,Verified
ATT-002298,BEN-0192,OFF-003,Plus,2026-05,,2026-05-15 00:00:00,8000,Verified
ATT-000305,BEN-0025,OFF-009,Plus,2025-09,2025-09-12,2025-09-14 00:00:00,8000,Verified
ATT-002285,BEN-0191,OFF-012,Vocational,2026-05,2026-05-26,2026-05-26 00:00:00,10000,Verified
ATT-001837,BEN-0153,OFF-010,Vocational,2026-04,2026-04-09,2026-04-11 00:00:00,10000,Verified
ATT-000867,BEN-0072,OFF-001,Vocational,2025-02,2025-02-05,2025-02-06 00:00:00,10000,Verified
ATT-000090,BEN-0008,OFF-015,Plus,2026-01,2026-01-21,2026-01-23 00:00:00,8000,Verified
ATT-001897,BEN-0158,OFF-014,Scholarship,2025-08,2025-08-04,2025-08-04 00:00:00,15000,Verified
ATT-001606,BEN-0132,OFF-009,Scholarship,2025-12,2025-12-09,2025-12-11 00:00:00,15000,Verified
ATT-000863,BEN-0071,OFF-005,Plus,2025-07,2025-07-07,2025-07-07 00:00:00,8000,Verified
ATT-000196,BEN-0016,OFF-008,Vocational,2026-02,2026-02-21,2026-02-22 00:00:00,10000,Verified
ATT-002389,BEN-0199,OFF-012,Tech,2025-03,2025-03-05,2025-03-07 00:00:00,12000,Verified
ATT-000278,BEN-0023,OFF-002,Plus,2025-03,2025-03-14,2025-03-16 00:00:00,8000,Verified
ATT-000224,BEN-0018,OFF-008,Tech,2025-08,2025-08-17,2025-08-19 00:00:00,12000,Verified
ATT-002044,BEN-0171,OFF-004,Plus,2026-06,2026-06-14,2026-06-14 00:00:00,8000,Verified
ATT-001261,BEN-0103,OFF-009,Plus,2025-03,2025-03-05,2025-03-05 00:00:00,8000,Verified
ATT-001181,BEN-0097,OFF-010,Scholarship,2026-04,2026-04-11,2026-04-12 00:00:00,15000,Verified
ATT-002002,BEN-0168,OFF-013,Scholarship,2025-08,2025-08-06,2025-08-07 00:00:00,15000,Verified
ATT-001681,BEN-0140,OFF-015,Plus,2025-02,2025-02-03,2025-02-03 00:00:00,8000,Verified
ATT-000478,BEN-0039,OFF-006,Vocational,2025-12,2025-12-06,2025-12-06 00:00:00,10000,Verified
ATT-000607,BEN-0049,OFF-008,Scholarship,2025-08,2025-08-05,2025-08-07 00:00:00,15000,Verified
ATT-001070,BEN-0087,OFF-014,Plus,2025-08,2025-08-03,2025-08-05 00:00:00,8000,Verified
ATT-002240,BEN-0188,OFF-005,Scholarship,2026-06,2026-06-26,2026-06-28 00:00:00,15000,Verified
ATT-001069,BEN-0087,OFF-014,Plus,2025-09,2025-09-07,2025-09-07 00:00:00,8000,Verified
ATT-001826,BEN-0152,OFF-007,Vocational,2025-08,2025-08-12,2025-08-13 00:00:00,10000,Verified
ATT-001200,BEN-0099,OFF-004,Scholarship,2025-07,2025-07-10,2025-07-12 00:00:00,15000,Verified
ATT-000927,BEN-0077,OFF-003,Scholarship,2026-06,2026-06-04,2026-06-04 00:00:00,15000,Verified
ATT-000648,BEN-0052,OFF-006,Vocational,2025-11,2025-11-06,2025-11-08 00:00:00,10000,Verified
ATT-000028,BEN-0003,OFF-005,Tech,2026-03,2026-03-24,2026-03-25 00:00:00,12000,Verified
ATT-000307,BEN-0025,OFF-009,Plus,2026-05,2026-05-06,2026-05-08 00:00:00,8000,Verified
ATT-001462,BEN-0121,OFF-013,Plus,2025-06,2025-06-05,2025-06-06 00:00:00,8000,Verified
ATT-000408,BEN-0033,OFF-001,Plus,2025-05,2025-05-24,2025-05-24 00:00:00,8000,Verified
ATT-000627,BEN-0050,OFF-009,Scholarship,2025-04,2025-04-25,2025-04-27 00:00:00,15000,Verified
ATT-001705,BEN-0141,OFF-010,Plus,2025-08,2025-08-22,2025-08-24 00:00:00,8000,Verified
ATT-000537,BEN-0043,OFF-008,Scholarship,2025-08,2025-08-27,2025-08-29 00:00:00,15000,Verified
ATT-000862,BEN-0071,OFF-005,Plus,2026-06,2026-06-15,2026-06-16 00:00:00,8000,Verified
ATT-000202,BEN-0017,OFF-007,Scholarship,2025-06,2025-06-14,2025-06-15 00:00:00,15000,Verified
ATT-000407,BEN-0033,OFF-001,Plus,2025-04,2025-04-17,2025-04-19 00:00:00,8000,Verified
ATT-001698,BEN-0141,OFF-010,Plus,2026-02,2026-02-16,2026-02-18 00:00:00,8000,Verified
ATT-002332,BEN-0195,OFF-002,Scholarship,2025-05,2025-05-12,2025-05-13 00:00:00,15000,Verified
ATT-000109,BEN-0009,OFF-005,Plus,2025-10,07/10/2025,2025-10-07 00:00:00,8000,Verified
ATT-000722,BEN-0060,OFF-012,Plus,2025-11,2025-11-22,2025-11-22 00:00:00,8000,Verified
ATT-000413,BEN-0033,OFF-001,Plus,2025-08,,2025-08-03 00:00:00,8000,Verified
ATT-002321,BEN-0194,OFF-012,Plus,2025-05,2025-05-23,2025-05-23 00:00:00,8000,Verified
ATT-002280,BEN-0191,OFF-012,Vocational,2026-06,2026-06-20,2026-06-20 00:00:00,10000,Verified
ATT-002206,BEN-0185,OFF-013,Tech,2025-08,2025-08-15,2025-08-15 00:00:00,12000,Verified
ATT-000052,BEN-0004,OFF-001,Plus,2025-09,2025-09-04,2025-09-05 00:00:00,8000,Verified
ATT-001077,BEN-0088,OFF-002,Scholarship,2025-09,2025-09-15,2025-09-17 00:00:00,15000,Verified
ATT-000876,BEN-0073,OFF-015,Scholarship,2025-05,2025-05-17,2025-05-19 00:00:00,15000,Verified
ATT-001492,BEN-0123,OFF-012,Tech,2026-02,2026-02-21,2026-02-21 00:00:00,12000,Verified
ATT-001067,BEN-0087,OFF-014,Plus,2025-06,2025-06-24,2025-06-25 00:00:00,8000,Verified
ATT-001053,BEN-0086,OFF-004,Plus,2025-09,2025-09-15,2025-09-15 00:00:00,8000,Verified
ATT-001942,BEN-0163,OFF-006,Scholarship,2025-02,2025-02-12,2025-02-14 00:00:00,15000,Verified
ATT-000744,BEN-0062,OFF-014,Tech,2025-11,2025-11-22,2025-11-23 00:00:00,12000,Verified
ATT-001433,BEN-0118,OFF-006,Scholarship,2026-02,2026-02-05,2026-02-06 00:00:00,15000,Verified
ATT-001545,BEN-0127,OFF-012,Vocational,2025-06,2025-06-12,2025-06-12 00:00:00,10000,Verified
ATT-000952,BEN-0079,OFF-002,Plus,2025-04,2025-04-17,2025-04-17 00:00:00,8000,Verified
ATT-000598,BEN-0047,OFF-008,Scholarship,2025-01,2025-01-16,2025-01-18 00:00:00,15000,Verified
ATT-000242,BEN-0020,OFF-002,Plus,2025-01,2025-01-19,2025-01-19 00:00:00,8000,Verified
ATT-001415,BEN-0117,OFF-005,Vocational,2026-06,2026-06-10,2026-06-11 00:00:00,10000,Verified
ATT-002274,BEN-0191,OFF-012,Vocational,2026-02,2026-02-07,2026-02-09 00:00:00,10000,Verified
ATT-002065,BEN-0173,OFF-003,Tech,2025-01,2025-01-04,2025-01-04 00:00:00,12000,Verified
ATT-000878,BEN-0073,OFF-015,Scholarship,2026-01,2026-01-04,2026-01-06 00:00:00,15000,Verified
ATT-001660,BEN-0137,OFF-002,Vocational,2025-07,2025-07-26,2025-07-27 00:00:00,10000,Verified
ATT-000119,BEN-0010,OFF-008,Tech,2025-01,2025-01-17,2025-01-18 00:00:00,12000,Verified
ATT-001556,BEN-0128,OFF-003,Tech,2025-06,10/06/2025,2025-06-11 00:00:00,12000,Verified
ATT-002066,BEN-0173,OFF-003,Tech,2026-04,2026-04-02,2026-04-03 00:00:00,12000,Verified
ATT-000084,BEN-0007,OFF-015,Vocational,2025-04,2025-04-22,2025-04-23 00:00:00,10000,Verified
ATT-001495,BEN-0123,OFF-012,Tech,2026-05,,2026-05-12 00:00:00,12000,Verified
ATT-000447,BEN-0036,OFF-012,Plus,2026-04,2026-04-02,2026-04-02 00:00:00,8000,Verified
ATT-001270,BEN-0104,OFF-007,Plus,2025-05,2025-05-27,2025-05-27 00:00:00,8000,Verified
ATT-001154,BEN-0095,OFF-011,Tech,2025-12,2025-12-03,2025-12-03 00:00:00,12000,Verified
ATT-002307,BEN-0193,OFF-010,Tech,2026-06,2026-06-11,2026-06-13 00:00:00,12000,Verified
ATT-001355,BEN-0112,OFF-007,Scholarship,2025-12,2025-12-14,2025-12-15 00:00:00,15000,Verified
ATT-000552,BEN-0044,OFF-012,Scholarship,2026-02,2026-02-27,2026-02-27 00:00:00,15000,Verified
ATT-000584,BEN-0046,OFF-012,Tech,2026-03,2026-03-19,2026-03-21 00:00:00,12000,Verified
ATT-000249,BEN-0021,OFF-004,Vocational,2025-07,2025-07-16,2025-07-18 00:00:00,10000,Verified
ATT-000567,BEN-0045,OFF-014,Scholarship,2025-01,2025-01-19,2025-01-20 00:00:00,15000,Verified
ATT-001715,BEN-0143,OFF-012,Scholarship,2026-02,2026-02-24,2026-02-26 00:00:00,15000,Verified
ATT-001889,BEN-0157,OFF-012,Plus,2025-08,2025-08-23,2025-08-24 00:00:00,8000,Verified
ATT-000169,BEN-0014,OFF-013,Scholarship,2025-08,2025-08-17,2025-08-17 00:00:00,15000,Verified
ATT-000370,BEN-0030,OFF-011,Scholarship,2025-04,2025-04-06,2025-04-06 00:00:00,15000,Verified
ATT-001940,BEN-0163,OFF-006,Scholarship,2026-02,2026-02-01,2026-02-02 00:00:00,15000,Verified
ATT-002015,BEN-0169,OFF-008,Vocational,2025-12,2025-12-09,2025-12-09 00:00:00,10000,Verified
ATT-002299,BEN-0192,OFF-003,Plus,2026-02,2026-02-21,2026-02-22 00:00:00,8000,Verified
ATT-001271,BEN-0104,OFF-007,Plus,2026-02,2026-02-23,2026-02-24 00:00:00,8000,Verified
ATT-000851,BEN-0071,OFF-005,Plus,2026-03,2026-03-04,2026-03-06 00:00:00,8000,Verified
ATT-000048,BEN-0004,OFF-001,Plus,2025-10,2025-10-10,2025-10-10 00:00:00,8000,Verified
ATT-001434,BEN-0118,OFF-006,Scholarship,2026-04,2026-04-02,2026-04-02 00:00:00,15000,Verified
ATT-002354,BEN-0196,OFF-004,Vocational,2026-05,2026-05-17,2026-05-17 00:00:00,10000,Verified
ATT-000588,BEN-0047,OFF-008,Scholarship,2026-01,2026-01-17,2026-01-17 00:00:00,15000,Verified
ATT-002176,BEN-0183,OFF-014,Scholarship,2025-10,2025-10-18,2025-10-19 00:00:00,15000,Verified
ATT-001230,BEN-0102,OFF-013,Plus,2025-01,2025-01-09,2025-01-10 00:00:00,8000,Verified
ATT-000661,BEN-0054,OFF-003,Vocational,2025-03,2025-03-22,2025-03-23 00:00:00,10000,Verified
ATT-002291,BEN-0192,OFF-003,Plus,2026-06,2026-06-23,2026-06-24 00:00:00,8000,Verified
ATT-000504,BEN-0040,OFF-014,Scholarship,2026-01,2026-01-18,2026-01-18 00:00:00,15000,Verified
ATT-001894,BEN-0158,OFF-014,Scholarship,2025-03,2025-03-22,2025-03-23 00:00:00,15000,Verified
ATT-002399,BEN-0200,OFF-011,Vocational,2026-05,2026-05-16,2026-05-17 00:00:00,10000,Verified
ATT-000190,BEN-0016,OFF-008,Vocational,2026-06,2026-06-15,2026-06-15 00:00:00,10000,Verified
ATT-000446,BEN-0036,OFF-012,Plus,2025-08,2025-08-07,2025-08-07 00:00:00,8000,Verified
ATT-002236,BEN-0187,OFF-010,Tech,2026-01,2026-01-08,2026-01-08 00:00:00,12000,Verified
ATT-001279,BEN-0105,OFF-012,Scholarship,2026-02,2026-02-05,2026-02-07 00:00:00,15000,Verified
ATT-000191,BEN-0016,OFF-008,Vocational,2025-12,2025-12-23,2025-12-23 00:00:00,10000,Verified
ATT-001245,BEN-0103,OFF-009,Plus,2025-04,2025-04-28,2025-04-29 00:00:00,8000,Verified
ATT-001956,BEN-0164,OFF-005,Scholarship,2025-07,2025-07-16,2025-07-16 00:00:00,15000,Verified
ATT-001182,BEN-0097,OFF-010,Scholarship,2025-12,2025-12-19,2025-12-19 00:00:00,15000,Verified
ATT-001970,BEN-0165,OFF-008,Tech,2025-09,2025-09-28,2025-09-29 00:00:00,12000,Verified
ATT-002019,BEN-0169,OFF-008,Vocational,2025-09,2025-09-23,2025-09-24 00:00:00,10000,Verified
ATT-001784,BEN-0149,OFF-005,Vocational,2026-05,2026-05-08,2026-05-10 00:00:00,10000,Verified
ATT-001815,BEN-0151,OFF-013,Vocational,2026-05,2026-05-05,2026-05-07 00:00:00,10000,Verified
ATT-000070,BEN-0006,OFF-012,Vocational,2026-05,2026-05-09,2026-05-09 00:00:00,10000,Verified
ATT-001219,BEN-0100,OFF-001,Plus,2025-08,2025-08-21,2025-08-21 00:00:00,8000,Verified
ATT-001075,BEN-0088,OFF-002,Scholarship,2025-06,2025-06-18,2025-06-19 00:00:00,15000,Verified
ATT-000085,BEN-0007,OFF-015,Vocational,2026-01,2026-01-12,2026-01-14 00:00:00,10000,Verified
ATT-001012,BEN-0083,OFF-001,Plus,2026-01,2026-01-12,2026-01-14 00:00:00,8000,Verified
ATT-000635,BEN-0051,OFF-010,Vocational,2026-06,2026-06-14,2026-06-16 00:00:00,10000,Verified
ATT-001018,BEN-0084,OFF-008,Scholarship,2025-07,2025-07-23,2025-07-25 00:00:00,15000,Verified
ATT-002086,BEN-0175,OFF-002,Vocational,2026-01,2026-01-23,2026-01-23 00:00:00,10000,Verified
ATT-000548,BEN-0043,OFF-008,Scholarship,2025-03,2025-03-07,2025-03-08 00:00:00,15000,Verified
ATT-001466,BEN-0121,OFF-013,Plus,2025-04,2025-04-26,2025-04-27 00:00:00,8000,Verified
ATT-001250,BEN-0103,OFF-009,Plus,2026-01,2026-01-15,2026-01-15 00:00:00,8000,Verified
ATT-001619,BEN-0133,OFF-007,Scholarship,2026-05,17/05/2026,2026-05-18 00:00:00,15000,Verified
ATT-001061,BEN-0087,OFF-014,Plus,2025-04,2025-04-18,2025-04-20 00:00:00,8000,Verified
ATT-001984,BEN-0167,OFF-013,Plus,2025-03,2025-03-18,2025-03-20 00:00:00,8000,Verified
ATT-001651,BEN-0137,OFF-002,Vocational,2026-02,2026-02-14,2026-02-14 00:00:00,10000,Verified
ATT-002072,BEN-0174,OFF-002,Plus,2025-08,2025-08-20,2025-08-20 00:00:00,8000,Verified
ATT-001719,BEN-0143,OFF-012,Scholarship,2025-05,2025-05-22,2025-05-22 00:00:00,15000,Verified
ATT-002252,BEN-0189,OFF-002,Tech,2026-04,2026-04-11,2026-04-12 00:00:00,12000,Verified
ATT-001469,BEN-0122,OFF-005,Vocational,2025-05,2025-05-03,2025-05-05 00:00:00,10000,Verified
ATT-001080,BEN-0089,OFF-009,Vocational,2025-11,2025-11-15,2025-11-16 00:00:00,10000,Verified
ATT-000169,BEN-0014,OFF-013,Scholarship,2025-08,2025-08-17,2025-08-17 00:00:00,15000,Verified
ATT-000614,BEN-0049,OFF-008,Scholarship,2026-01,2026-01-14,2026-01-15 00:00:00,15000,Verified
ATT-000890,BEN-0074,OFF-010,Scholarship,2025-08,2025-08-14,2025-08-15 00:00:00,15000,Verified
ATT-001451,BEN-0119,OFF-010,Scholarship,2025-05,05/05/2025,2025-05-05 00:00:00,15000,Verified
ATT-001880,BEN-0157,OFF-012,Plus,2025-10,2025-10-20,2025-10-22 00:00:00,8000,Verified
ATT-001955,BEN-0164,OFF-005,Scholarship,2025-10,2025-10-05,2025-10-07 00:00:00,15000,Verified
ATT-000490,BEN-0039,OFF-006,Vocational,2026-06,2026-06-03,2026-06-05 00:00:00,10000,Verified
ATT-001869,BEN-0156,OFF-010,Scholarship,2026-04,2026-04-09,2026-04-11 00:00:00,15000,Verified
ATT-002204,BEN-0185,OFF-013,Tech,2025-07,2025-07-14,2025-07-14 00:00:00,12000,Verified
ATT-000920,BEN-0076,OFF-015,Vocational,2025-10,2025-10-22,2025-10-23 00:00:00,10000,Verified
ATT-000759,BEN-0063,OFF-007,Tech,2025-10,2025-10-11,2025-10-11 00:00:00,12000,Verified
ATT-000344,BEN-0028,OFF-004,Vocational,2025-02,23/02/2025,2025-02-24 00:00:00,10000,Verified
ATT-001303,BEN-0107,OFF-002,Plus,2025-06,2025-06-22,2025-06-24 00:00:00,8000,Verified
ATT-002131,BEN-0180,OFF-010,Scholarship,2026-01,2026-01-22,2026-01-24 00:00:00,15000,Verified
ATT-001882,BEN-0157,OFF-012,Plus,2026-06,2026-06-27,2026-06-27 00:00:00,8000,Verified
ATT-002041,BEN-0171,OFF-004,Plus,2025-02,2025-02-06,2025-02-07 00:00:00,8000,Verified
ATT-002347,BEN-0196,OFF-004,Vocational,2026-04,2026-04-19,2026-04-21 00:00:00,10000,Verified
ATT-000220,BEN-0018,OFF-008,Tech,2025-12,2025-12-24,2025-12-25 00:00:00,12000,Verified
ATT-002141,BEN-0180,OFF-010,Scholarship,2025-11,2025-11-24,2025-11-24 00:00:00,15000,Verified
ATT-000758,BEN-0063,OFF-007,Tech,2025-12,2025-12-11,2025-12-12 00:00:00,12000,Verified
ATT-001006,BEN-0083,OFF-001,Plus,2025-03,20/03/2025,2025-03-21 00:00:00,8000,Verified
ATT-001960,BEN-0165,OFF-008,Tech,2026-05,2026-05-12,2026-05-13 00:00:00,12000,Verified
ATT-001085,BEN-0089,OFF-009,Vocational,2025-09,2025-09-10,2025-09-12 00:00:00,10000,Verified
ATT-000808,BEN-0068,OFF-006,Tech,2025-01,2025-01-28,2025-01-30 00:00:00,12000,Verified
ATT-001184,BEN-0098,OFF-015,Vocational,2026-02,2026-02-25,2026-02-26 00:00:00,10000,Verified
ATT-000025,BEN-0003,OFF-005,Tech,2026-04,2026-04-03,2026-04-03 00:00:00,12000,Verified
ATT-002051,BEN-0172,OFF-012,Plus,2025-02,2025-02-20,2025-02-22 00:00:00,8000,Verified
ATT-001667,BEN-0138,OFF-009,Scholarship,2025-05,2025-05-09,2025-05-11 00:00:00,15000,Verified
ATT-000680,BEN-0055,OFF-015,Tech,2025-02,2025-02-07,2025-02-09 00:00:00,12000,Verified
ATT-000865,BEN-0071,OFF-005,Plus,2025-08,2025-08-13,2025-08-15 00:00:00,8000,Verified
ATT-000667,BEN-0054,OFF-003,Vocational,2026-06,2026-06-14,2026-06-14 00:00:00,10000,Verified
ATT-001857,BEN-0155,OFF-004,Vocational,2026-02,2026-02-22,2026-02-24 00:00:00,10000,Verified
ATT-000482,BEN-0039,OFF-006,Vocational,2026-03,2026-03-26,2026-03-27 00:00:00,10000,Verified
ATT-001793,BEN-0149,OFF-005,Vocational,2025-08,2025-08-05,2025-08-07 00:00:00,10000,Verified
ATT-000580,BEN-0046,OFF-012,Tech,2025-02,25/02/2025,2025-02-25 00:00:00,12000,Verified
ATT-001036,BEN-0085,OFF-012,Scholarship,2025-07,2025-07-01,2025-07-03 00:00:00,15000,Verified
ATT-002192,BEN-0184,OFF-003,Tech,2026-03,2026-03-12,2026-03-12 00:00:00,12000,Verified
ATT-001440,BEN-0118,OFF-006,Scholarship,2025-12,,2025-12-18 00:00:00,15000,Verified
ATT-001858,BEN-0155,OFF-004,Vocational,2025-10,2025-10-22,2025-10-22 00:00:00,10000,Verified
ATT-001362,BEN-0112,OFF-007,Scholarship,2025-04,2025-04-03,2025-04-05 00:00:00,15000,Verified
ATT-001157,BEN-0095,OFF-011,Tech,2025-10,2025-10-08,2025-10-08 00:00:00,12000,Verified
ATT-001674,BEN-0138,OFF-009,Scholarship,2025-01,2025-01-06,2025-01-08 00:00:00,15000,Verified
ATT-000652,BEN-0053,OFF-001,Plus,2026-02,2026-02-09,2026-02-09 00:00:00,8000,Verified
ATT-001268,BEN-0104,OFF-007,Plus,2025-08,2025-08-20,2025-08-21 00:00:00,8000,Verified
ATT-000646,BEN-0052,OFF-006,Vocational,2025-10,2025-10-09,2025-10-10 00:00:00,10000,Verified
ATT-000787,BEN-0066,OFF-007,Vocational,2025-09,2025-09-08,2025-09-10 00:00:00,10000,Verified
ATT-001687,BEN-0140,OFF-015,Plus,2025-09,2025-09-12,2025-09-13 00:00:00,8000,Verified
ATT-001332,BEN-0109,OFF-006,Tech,2025-05,2025-05-03,2025-05-03 00:00:00,12000,Verified
ATT-000172,BEN-0014,OFF-013,Scholarship,2025-06,2025-06-07,2025-06-08 00:00:00,15000,Verified
ATT-000384,BEN-0031,OFF-008,Vocational,2025-04,2025-04-18,2025-04-20 00:00:00,10000,Verified
ATT-000049,BEN-0004,OFF-001,Plus,2026-04,2026-04-20,2026-04-21 00:00:00,8000,Verified
ATT-000456,BEN-0037,OFF-007,Plus,2025-07,2025-07-08,2025-07-09 00:00:00,8000,Verified
ATT-000520,BEN-0042,OFF-004,Vocational,2025-01,2025-01-11,2025-01-13 00:00:00,10000,Verified
ATT-001404,BEN-0116,OFF-002,Plus,2025-02,2025-02-14,2025-02-14 00:00:00,8000,Verified
ATT-001787,BEN-0149,OFF-005,Vocational,2026-04,2026-04-19,2026-04-19 00:00:00,10000,Verified
ATT-001068,BEN-0087,OFF-014,Plus,2025-12,2025-12-03,2025-12-04 00:00:00,8000,Verified
ATT-000292,BEN-0024,OFF-014,Plus,2026-01,2026-01-09,2026-01-09 00:00:00,8000,Verified
ATT-002362,BEN-0197,OFF-006,Plus,2026-01,2026-01-12,2026-01-12 00:00:00,8000,Verified
ATT-002062,BEN-0173,OFF-003,Tech,2025-11,2025-11-17,2025-11-17 00:00:00,12000,Verified
ATT-000329,BEN-0026,OFF-007,Tech,2026-05,2026-05-19,2026-05-21 00:00:00,12000,Verified
ATT-002365,BEN-0197,OFF-006,Plus,2025-11,2025-11-15,2025-11-17 00:00:00,8000,Verified
ATT-002235,BEN-0187,OFF-010,Tech,2025-10,2025-10-03,2025-10-03 00:00:00,12000,Verified
ATT-000134,BEN-0011,OFF-001,Plus,2026-01,2026-01-27,2026-01-29 00:00:00,8000,Verified
ATT-000063,BEN-0005,OFF-004,Scholarship,2025-10,2025-10-08,2025-10-09 00:00:00,15000,Verified
ATT-001307,BEN-0107,OFF-002,Plus,2025-03,2025-03-06,2025-03-06 00:00:00,8000,Verified
ATT-001892,BEN-0158,OFF-014,Scholarship,2025-09,2025-09-01,2025-09-01 00:00:00,15000,Verified
ATT-001983,BEN-0167,OFF-013,Plus,2025-11,2025-11-24,2025-11-25 00:00:00,8000,Verified
ATT-000781,BEN-0065,OFF-002,Plus,2025-04,2025-04-07,2025-04-09 00:00:00,8000,Verified
ATT-002249,BEN-0189,OFF-002,Tech,2026-03,2026-03-23,2026-03-25 00:00:00,12000,Verified
ATT-001388,BEN-0114,OFF-006,Scholarship,2025-03,2025-03-12,2025-03-12 00:00:00,15000,Verified
ATT-002281,BEN-0191,OFF-012,Vocational,2026-04,2026-04-16,2026-04-18 00:00:00,10000,Verified
ATT-001318,BEN-0109,OFF-006,Tech,2025-01,2025-01-04,2025-01-05 00:00:00,12000,Verified
ATT-000266,BEN-0022,OFF-008,Scholarship,2025-08,2025-08-04,2025-08-06 00:00:00,15000,Verified
ATT-001935,BEN-0162,OFF-011,Scholarship,2025-08,2025-08-19,2025-08-19 00:00:00,15000,Verified
ATT-000763,BEN-0064,OFF-001,Tech,2026-06,2026-06-03,2026-06-03 00:00:00,12000,Verified
ATT-000076,BEN-0007,OFF-015,Vocational,2025-12,2025-12-20,2025-12-21 00:00:00,10000,Verified
ATT-000272,BEN-0022,OFF-008,Scholarship,2026-02,2026-02-03,2026-02-03 00:00:00,15000,Verified
ATT-000572,BEN-0045,OFF-014,Scholarship,2026-04,2026-04-12,2026-04-13 00:00:00,15000,Verified
ATT-001525,BEN-0126,OFF-013,Vocational,2026-01,2026-01-07,2026-01-07 00:00:00,10000,Verified
ATT-000515,BEN-0041,OFF-007,Plus,2026-01,2026-01-01,2026-01-03 00:00:00,8000,Verified
ATT-001864,BEN-0156,OFF-010,Scholarship,2025-10,2025-10-24,2025-10-25 00:00:00,15000,Verified
ATT-001700,BEN-0141,OFF-010,Plus,2025-06,2025-06-27,2025-06-28 00:00:00,8000,Verified
ATT-000143,BEN-0011,OFF-001,Plus,2025-10,08/10/2025,2025-10-10 00:00:00,8000,Verified
ATT-000228,BEN-0019,OFF-001,Plus,2026-03,2026-03-20,2026-03-22 00:00:00,8000,Verified
ATT-001291,BEN-0106,OFF-007,Scholarship,2025-02,2025-02-06,2025-02-08 00:00:00,15000,Verified
ATT-002304,BEN-0193,OFF-010,Tech,2025-10,2025-10-13,2025-10-14 00:00:00,12000,Verified
ATT-001276,BEN-0105,OFF-012,Scholarship,2026-05,06/05/2026,2026-05-07 00:00:00,15000,Verified
ATT-001042,BEN-0085,OFF-012,Scholarship,2025-11,2025-11-15,2025-11-17 00:00:00,15000,Verified
ATT-001124,BEN-0092,OFF-008,Scholarship,2025-04,2025-04-03,2025-04-05 00:00:00,15000,Verified
ATT-001513,BEN-0125,OFF-014,Vocational,2026-02,2026-02-06,2026-02-06 00:00:00,10000,Verified
ATT-001242,BEN-0102,OFF-013,Plus,2026-05,2026-05-04,2026-05-06 00:00:00,8000,Verified
ATT-001827,BEN-0152,OFF-007,Vocational,2026-03,2026-03-13,2026-03-13 00:00:00,10000,Verified
ATT-002158,BEN-0181,OFF-013,Tech,2025-01,2025-01-28,2025-01-30 00:00:00,12000,Verified
ATT-000696,BEN-0057,OFF-012,Tech,2026-04,2026-04-18,2026-04-20 00:00:00,12000,Verified
ATT-001742,BEN-0145,OFF-001,Vocational,2026-06,2026-06-26,2026-06-28 00:00:00,10000,Verified
ATT-001241,BEN-0102,OFF-013,Plus,2025-10,2025-10-28,2025-10-30 00:00:00,8000,Verified
ATT-001399,BEN-0116,OFF-002,Plus,2025-04,02/04/2025,2025-04-04 00:00:00,8000,Verified
ATT-001288,BEN-0106,OFF-007,Scholarship,2025-03,2025-03-06,2025-03-06 00:00:00,15000,Verified
ATT-001048,BEN-0086,OFF-004,Plus,2025-10,2025-10-24,2025-10-26 00:00:00,8000,Verified
ATT-000397,BEN-0032,OFF-005,Vocational,2026-06,,2026-06-07 00:00:00,10000,Verified
ATT-000284,BEN-0023,OFF-002,Plus,2025-10,2025-10-05,2025-10-07 00:00:00,8000,Verified
ATT-001839,BEN-0153,OFF-010,Vocational,2026-06,2026-06-03,2026-06-05 00:00:00,10000,Verified
ATT-002334,BEN-0195,OFF-002,Scholarship,2025-02,2025-02-05,2025-02-07 00:00:00,15000,Verified
ATT-000096,BEN-0008,OFF-015,Plus,2025-11,2025-11-13,2025-11-13 00:00:00,8000,Verified
ATT-001110,BEN-0091,OFF-003,Tech,2026-04,2026-04-24,2026-04-24 00:00:00,12000,Verified
ATT-000195,BEN-0016,OFF-008,Vocational,2025-11,2025-11-17,2025-11-17 00:00:00,10000,Verified
ATT-001766,BEN-0147,OFF-010,Vocational,2025-06,2025-06-27,2025-06-27 00:00:00,10000,Verified
ATT-000339,BEN-0027,OFF-004,Plus,2025-12,2025-12-15,2025-12-15 00:00:00,8000,Verified
ATT-001702,BEN-0141,OFF-010,Plus,2025-03,2025-03-06,2025-03-08 00:00:00,8000,Verified
ATT-000077,BEN-0007,OFF-015,Vocational,2025-03,2025-03-14,2025-03-15 00:00:00,10000,Verified
ATT-000859,BEN-0071,OFF-005,Plus,2025-10,2025-10-24,2025-10-25 00:00:00,8000,Verified
ATT-000794,BEN-0067,OFF-015,Scholarship,2025-09,2025-09-15,2025-09-17 00:00:00,15000,Verified
ATT-000989,BEN-0082,OFF-014,Vocational,2025-10,2025-10-08,2025-10-09 00:00:00,10000,Verified
ATT-001841,BEN-0154,OFF-005,Plus,2026-02,2026-02-03,2026-02-03 00:00:00,8000,Verified
